miRNA_identifier,description,symbol,miRNA_length,miRNA_chr,mirna_start,mirna_end,miRNA_strand,miRNA_source,trait,QTL_id_UMD31,QTL_chr
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk linolenic acid content,208301,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk palmitoleic acid content,208385,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk oleic acid content,208423,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk linoleic acid content,208424,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk palmitoleic acid content,208983,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk linoleic acid content,208984,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk palmitoleic acid content,208987,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk C18 index,208988,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk oleic acid content,208989,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk linoleic acid content,208990,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk linolenic acid content,208991,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk caprylic acid content,208992,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk conjugated linoleic acid content,208993,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk oleic acid content,209177,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk linoleic acid content,209178,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk linolenic acid content,209179,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk palmitoleic acid content,209269,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk oleic acid content,209270,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk linoleic acid content,209271,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk linolenic acid content,209272,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk palmitoleic acid content,209411,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk oleic acid content,209412,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk linoleic acid content,209413,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk linolenic acid content,209414,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk oleic acid content,209446,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk linolenic acid content,209447,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk oleic acid content,209456,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk linolenic acid content,209457,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk palmitoleic acid content,209808,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk oleic acid content,209809,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk linoleic acid content,209810,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk linolenic acid content,209811,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk palmitoleic acid content,210100,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk oleic acid content,210101,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk palmitoleic acid content,210789,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk oleic acid content,210790,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk linoleic acid content,210791,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk caprylic acid content,210792,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk oleic acid content,211004,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk linoleic acid content,211005,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk linolenic acid content,211006,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk palmitoleic acid content,211035,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk oleic acid content,211036,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk linoleic acid content,211037,Chr14
ENSBTAT00000042351-UMD3.1.1,bta-mir-30b [Source:miRBase;Acc:MI0004761],bta-mir-30b,88,Chr14,8084721,8084808,1,Ensembl93,Milk linolenic acid content,211038,Chr14
ENSBTAT00000042353-UMD3.1.1,bta-mir-199b [Source:miRBase;Acc:MI0005036],bta-mir-199b,100,Chr11,98867657,98867756,-1,Ensembl93,Pelvic area,106472,Chr11
ENSBTAT00000042353-UMD3.1.1,bta-mir-199b [Source:miRBase;Acc:MI0005036],bta-mir-199b,100,Chr11,98867657,98867756,-1,Ensembl93,Anti-MÃ¼llerian hormone level,179349,Chr11
ENSBTAT00000042353-UMD3.1.1,bta-mir-199b [Source:miRBase;Acc:MI0005036],bta-mir-199b,100,Chr11,98867657,98867756,-1,Ensembl93,Ketosis,179643,Chr11
ENSBTAT00000042353-UMD3.1.1,bta-mir-199b [Source:miRBase;Acc:MI0005036],bta-mir-199b,100,Chr11,98867657,98867756,-1,Ensembl93,Ketosis,179668,Chr11
ENSBTAT00000042353-UMD3.1.1,bta-mir-199b [Source:miRBase;Acc:MI0005036],bta-mir-199b,100,Chr11,98867657,98867756,-1,Ensembl93,Ketosis,179904,Chr11
ENSBTAT00000042353-UMD3.1.1,bta-mir-199b [Source:miRBase;Acc:MI0005036],bta-mir-199b,100,Chr11,98867657,98867756,-1,Ensembl93,Ketosis,179941,Chr11
ENSBTAT00000042353-UMD3.1.1,bta-mir-199b [Source:miRBase;Acc:MI0005036],bta-mir-199b,100,Chr11,98867657,98867756,-1,Ensembl93,Anti-MÃ¼llerian hormone level,167643,Chr11
ENSBTAT00000042353-UMD3.1.1,bta-mir-199b [Source:miRBase;Acc:MI0005036],bta-mir-199b,100,Chr11,98867657,98867756,-1,Ensembl93,Milk butyric acid content,56615,Chr11
ENSBTAT00000042353-UMD3.1.1,bta-mir-199b [Source:miRBase;Acc:MI0005036],bta-mir-199b,100,Chr11,98867657,98867756,-1,Ensembl93,Milk caproic acid content,56616,Chr11
ENSBTAT00000042354-UMD3.1.1,bta-mir-33a [Source:miRBase;Acc:MI0009807],bta-mir-33a,69,Chr5,113410750,113410818,1,Ensembl93,Milk protein percentage,214820,Chr5
ENSBTAT00000042354-UMD3.1.1,bta-mir-33a [Source:miRBase;Acc:MI0009807],bta-mir-33a,69,Chr5,113410750,113410818,1,Ensembl93,Milk protein percentage,214821,Chr5
ENSBTAT00000042355-UMD3.1.1,bta-mir-484 [Source:miRBase;Acc:MI0004749],bta-mir-484,63,Chr25,14176048,14176110,1,Ensembl93,Calving ease,106458,Chr25
ENSBTAT00000042355-UMD3.1.1,bta-mir-484 [Source:miRBase;Acc:MI0004749],bta-mir-484,63,Chr25,14176048,14176110,1,Ensembl93,Calving ease (maternal),106508,Chr25
ENSBTAT00000042358-UMD3.1.1,bta-mir-126 [Source:miRBase;Acc:MI0004754],bta-mir-126,73,Chr11,104131409,104131481,1,Ensembl93,Somatic cell score,122062,Chr11
ENSBTAT00000042358-UMD3.1.1,bta-mir-126 [Source:miRBase;Acc:MI0004754],bta-mir-126,73,Chr11,104131409,104131481,1,Ensembl93,Milk beta-casein percentage,140164,Chr11
ENSBTAT00000042359-UMD3.1.1,bta-mir-29b-1 [Source:miRBase;Acc:MI0010464],bta-mir-29b-1,81,Chr4,95402694,95402774,-1,Ensembl93,Marbling score,24661,Chr4
ENSBTAT00000042360-UMD3.1.1,,,94,Chr8,86884865,86884958,1,Ensembl93,Calving index,30504,Chr8
ENSBTAT00000042360-UMD3.1.1,,,94,Chr8,86884865,86884958,1,Ensembl93,Milk capric acid content,56336,Chr8
ENSBTAT00000042360-UMD3.1.1,,,94,Chr8,86884865,86884958,1,Ensembl93,Milk myristic acid content,56337,Chr8
ENSBTAT00000042360-UMD3.1.1,,,94,Chr8,86884865,86884958,1,Ensembl93,Milk stearic acid content,211535,Chr8
ENSBTAT00000042360-UMD3.1.1,,,94,Chr8,86884865,86884958,1,Ensembl93,Milk myristic acid content,211536,Chr8
ENSBTAT00000042360-UMD3.1.1,,,94,Chr8,86884865,86884958,1,Ensembl93,Milk conjugated linoleic acid content,211537,Chr8
ENSBTAT00000042360-UMD3.1.1,,,94,Chr8,86884865,86884958,1,Ensembl93,Milk myristic acid content,172098,Chr8
ENSBTAT00000042360-UMD3.1.1,,,94,Chr8,86884865,86884958,1,Ensembl93,Milk conjugated linoleic acid content,172099,Chr8
ENSBTAT00000042360-UMD3.1.1,,,94,Chr8,86884865,86884958,1,Ensembl93,Milk stearic acid content,172100,Chr8
ENSBTAT00000042361-UMD3.1.1,bta-mir-142 [Source:miRBase;Acc:MI0005011],bta-mir-142,87,Chr19,9527305,9527391,-1,Ensembl93,Gestation length,15525,Chr19
ENSBTAT00000042361-UMD3.1.1,bta-mir-142 [Source:miRBase;Acc:MI0005011],bta-mir-142,87,Chr19,9527305,9527391,-1,Ensembl93,Gestation length,15526,Chr19
ENSBTAT00000042362-UMD3.1.1,bta-mir-367 [Source:miRBase;Acc:MI0009813],bta-mir-367,68,Chr6,14163275,14163342,1,Ensembl93,Calving ease (maternal),106489,Chr6
ENSBTAT00000042362-UMD3.1.1,bta-mir-367 [Source:miRBase;Acc:MI0009813],bta-mir-367,68,Chr6,14163275,14163342,1,Ensembl93,Body weight (yearling),24790,Chr6
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Eosinophil number,213415,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk caprylic acid content,172132,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk capric acid content,172133,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk pentadecylic acid content,172134,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,172135,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitoleic acid content,172136,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk oleic acid content,172137,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk linoleic acid content,172138,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk linolenic acid content,172139,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk conjugated linoleic acid content,172140,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk C14 index,172141,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk C16 index,172142,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk C18 index,172143,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk C14 index,211564,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk pentadecylic acid content,211565,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,211566,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk C16 index,211567,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitoleic acid content,211568,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk oleic acid content,211569,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk linoleic acid content,211570,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk linolenic acid content,211571,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk caprylic acid content,211572,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk capric acid content,211573,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk C18 index,211574,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk C16 index,211575,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk conjugated linoleic acid content,211576,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Residual feed intake,56461,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk cholesterol content,181801,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk yield,181811,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk fat yield,181821,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk myristic acid content,195283,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk C14 index,195284,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk myristic acid content,195405,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk C14 index,195406,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk C14 index,197537,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk C14 index,197539,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk pentadecylic acid content,200298,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,200299,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk C16 index,200300,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk pentadecylic acid content,200402,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,200403,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk C16 index,200404,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,200458,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,200475,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk C16 index,200476,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,200567,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,200606,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,200701,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,200839,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,201133,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,201164,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk C16 index,201165,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,201702,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,201734,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,201744,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,201772,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk C16 index,201773,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,202044,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,202230,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,202293,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,202740,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk C16 index,202741,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk pentadecylic acid content,202744,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,202745,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk C16 index,202746,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,202891,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,202962,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk palmitic acid content,203061,Chr14
ENSBTAT00000042366-UMD3.1.1,bta-mir-30d [Source:miRBase;Acc:MI0004747],bta-mir-30d,70,Chr14,8080292,8080361,1,Ensembl93,Milk C16 index,203062,Chr14
