index,chr,end,gene_id,start,strand,gene_description,index,miRNA_identifier,description,symbol,miRNA_length,miRNA_chr,mirna_start,mirna_end,miRNA_strand,miRNA_source,trait,QTL_id_UMD31,QTL_chr
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4741,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linolenic acid content,206652,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4742,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,206714,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4743,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk oleic acid content,206715,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4744,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linoleic acid content,206716,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4745,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linolenic acid content,206717,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4746,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk caprylic acid content,206718,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4747,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linoleic acid content,206815,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4748,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linoleic acid content,207006,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4749,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,207141,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4750,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,207278,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4751,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,207350,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4752,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,207408,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4753,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,207425,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4754,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,207562,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4755,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk oleic acid content,207563,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4756,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linoleic acid content,207564,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4757,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linolenic acid content,207565,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4758,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,207601,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4759,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linoleic acid content,207602,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4760,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,207619,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4761,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk oleic acid content,207620,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4762,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linoleic acid content,207621,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4763,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linolenic acid content,207622,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4764,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,207631,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4765,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk oleic acid content,207632,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4766,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linoleic acid content,207633,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4767,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linolenic acid content,207634,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4768,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,207654,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4769,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,207683,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4770,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk oleic acid content,207684,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4771,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linoleic acid content,207685,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4772,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linolenic acid content,207686,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4773,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,208062,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4774,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk oleic acid content,208063,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4775,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linoleic acid content,208064,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4776,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linolenic acid content,208065,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4777,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk oleic acid content,208145,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4778,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linolenic acid content,208146,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4779,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,208298,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4780,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk oleic acid content,208299,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4781,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linoleic acid content,208300,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4782,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linolenic acid content,208301,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4783,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,208352,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4784,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linolenic acid content,208353,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4785,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,208385,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4786,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk oleic acid content,208423,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4787,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linoleic acid content,208424,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4788,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk oleic acid content,208542,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4789,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,208592,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4790,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,208611,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4791,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linolenic acid content,208766,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4792,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,208802,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4793,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linolenic acid content,208803,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4794,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,208983,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4795,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linoleic acid content,208984,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4796,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,208987,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4797,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk C18 index,208988,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4798,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk oleic acid content,208989,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4799,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linoleic acid content,208990,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4800,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linolenic acid content,208991,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4801,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk caprylic acid content,208992,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4802,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk conjugated linoleic acid content,208993,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4803,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,208999,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4804,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk oleic acid content,209177,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4805,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linoleic acid content,209178,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4806,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linolenic acid content,209179,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4807,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,209269,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4808,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk oleic acid content,209270,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4809,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linoleic acid content,209271,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4810,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linolenic acid content,209272,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4811,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,209411,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4812,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk oleic acid content,209412,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4813,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linoleic acid content,209413,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4814,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linolenic acid content,209414,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4815,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,209435,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4816,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk oleic acid content,209446,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4817,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linolenic acid content,209447,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4818,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk oleic acid content,209456,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4819,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linolenic acid content,209457,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4820,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,209808,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4821,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk oleic acid content,209809,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4822,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linoleic acid content,209810,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4823,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk linolenic acid content,209811,Chr14
3881,14,48220402.0,ENSBTAG00000043996,47779595.0,1.0,sterile alpha motif domain containing 12 [Source:VGNC Symbol;Acc:VGNC:34267],4824,ENSBTAT00000061891,bta-mir-2489 [Source:miRBase;Acc:MI0011326],bta-mir-2489,78,14,48094677,48094754,1,Ensembl93,Milk palmitoleic acid content,210100,Chr14
